"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","Described Value Domain(s)","Value List","Role","CDISC Notes","Core"
"SDTMIG v3.2","36","Interventions","EX","EXRFTDTC","Date/Time of Reference Time Point","Char","","ISO 8601","","Timing","Date/time for a fixed reference time point defined by EXTPTREF in ISO 8601 character format.","Perm"
"SDTMIG v3.2","1","Interventions","EC","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Interventions","EC","DOMAIN","Domain Abbreviation","Char","",,"EC","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Interventions","EC","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Interventions","EC","ECSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Interventions","EC","ECGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.2","6","Interventions","EC","ECREFID","Reference ID","Char","",,"","Identifier","Internal or external identifier (e.g., kit number, bottle label, vial identifier).","Perm"
"SDTMIG v3.2","7","Interventions","EC","ECSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF Page.","Perm"
"SDTMIG v3.2","8","Interventions","EC","ECLNKID","Link ID","Char","",,"","Identifier","Identifier used to link related records across domains.","Perm"
"SDTMIG v3.2","9","Interventions","EC","ECLNKGRP","Link Group ID","Char","",,"","Identifier","Identifier used to link related, grouped records across domains.","Perm"
"SDTMIG v3.2","10","Interventions","EC","ECTRT","Name of Treatment","Char","",,"","Topic","Name of the intervention treatment known to the subject and/or administrator.","Req"
"SDTMIG v3.2","11","Interventions","EC","ECMOOD","Mood","Char","",,"","Record Qualifier","Mode or condition of the record specifying whether the intervention (activity) is intended to happen or has happened.  Values align with BRIDG pillars (e.g., scheduled context, performed context) and HL7 activity moods (e.g., intent, event).  Examples: SCHEDULED, PERFORMED. CDISC Controlled Terminology request for MOOD codelist with values of SCHEDULED and PERFORMED has been submitted.","Perm"
"SDTMIG v3.2","12","Interventions","EC","ECCAT","Category of Treatment","Char","",,"","Grouping Qualifier","Used to define a category of related ECTRT values.","Perm"
"SDTMIG v3.2","13","Interventions","EC","ECSCAT","Subcategory of Treatment","Char","",,"","Grouping Qualifier","A further categorization of ECCAT values.","Perm"
"SDTMIG v3.2","14","Interventions","EC","ECPRESP","Pre-Specified","Char","C66742",,"","Record Qualifier","Used when a specific intervention is pre-specified. Values should be ""Y"" or null.","Perm"
"SDTMIG v3.2","15","Interventions","EC","ECOCCUR","Occurrence","Char","C66742",,"","Record Qualifier","Used to indicate whether a treatment occurred when information about the occurrence is solicited. ECOCCUR = 'N' when a treatment was not taken, not given, or missed.","Perm"
"SDTMIG v3.2","16","Interventions","EC","ECDOSE","Dose","Num","",,"","Record Qualifier","Amount of ECTRT when numeric. Not populated when ECDOSTXT is populated.","Exp"
"SDTMIG v3.2","17","Interventions","EC","ECDOSTXT","Dose Description","Char","",,"","Record Qualifier","Amount of ECTRT when non-numeric. Dosing amounts or a range of dosing information collected in text form. Example: 200-400. Not populated when ECDOSE is populated.","Perm"
"SDTMIG v3.2","18","Interventions","EC","ECDOSU","Dose Units","Char","C71620",,"","Variable Qualifier","Units for ECDOSE, ECDOSTOT, or ECDOSTXT.","Exp"
"SDTMIG v3.2","19","Interventions","EC","ECDOSFRM","Dose Form","Char","C66726",,"","Variable Qualifier","Dose form for ECTRT. Examples: TABLET, LOTION.","Exp"
"SDTMIG v3.2","20","Interventions","EC","ECDOSFRQ","Dosing Frequency per Interval","Char","C71113",,"","Variable Qualifier","Usually expressed as the number of repeated administrations of ECDOSE within a specific time period. Examples: Q2H, QD, BID.","Perm"
"SDTMIG v3.2","21","Interventions","EC","ECDOSTOT","Total Daily Dose","Char","",,"","Record Qualifier","Total daily dose of ECTRT using the units in ECDOSU. Used when dosing is collected as Total Daily Dose.","Perm"
"SDTMIG v3.2","22","Interventions","EC","ECDOSRGM","Intended Dose Regimen","Char","",,"","Variable Qualifier","Text description of the intended schedule or regimen for the Intervention. Example: TWO WEEKS ON, TWO WEEKS OFF.","Perm"
"SDTMIG v3.2","23","Interventions","EC","ECROUTE","Route of Administration","Char","C66729",,"","Variable Qualifier","Route of administration for the intervention. Examples: ORAL, INTRAVENOUS.","Perm"
"SDTMIG v3.2","24","Interventions","EC","ECLOT","Lot Number","Char","",,"","Record Qualifier","Lot Number of the ECTRT product.","Perm"
"SDTMIG v3.2","25","Interventions","EC","ECLOC","Location of Dose Administration","Char","C74456",,"","Record Qualifier","Specifies location of administration. Example: ARM, LIP.","Perm"
"SDTMIG v3.2","26","Interventions","EC","ECLAT","Laterality","Char","C99073",,"","Record Qualifier","Qualifier for anatomical location further detailing laterality of the intervention administration. Examples: LEFT, RIGHT.","Perm"
"SDTMIG v3.2","27","Interventions","EC","ECDIR","Directionality","Char","C99074",,"","Variable Qualifier","Qualifier for anatomical location further detailing directionality. Examples: ANTERIOR, LOWER, PROXIMAL, UPPER.","Perm"
"SDTMIG v3.2","28","Interventions","EC","ECPORTOT","Portion or Totality","Char","C99075",,"","Variable Qualifier","Qualifier for anatomical location further detailing distribution, which means arrangement of, apportioning of. Examples: ENTIRE, SINGLE, SEGMENT.","Perm"
"SDTMIG v3.2","29","Interventions","EC","ECFAST","Fasting Status","Char","C66742",,"","Record Qualifier","Indicator used to identify fasting status. Examples: Y, N.","Perm"
"SDTMIG v3.2","30","Interventions","EC","ECPSTRG","Pharmaceutical Strength","Num","",,"","Variable Qualifier","Amount of an active ingredient expressed quantitatively per dosage unit, per unit of volume, or per unit of weight, according to the pharmaceutical dose form.","Perm"
"SDTMIG v3.2","31","Interventions","EC","ECPSTRGU","Pharmaceutical Strength Units","Char","",,"","Variable Qualifier","Unit for ECPSTRG. Examples: mg/TABLET, mg/mL.","Perm"
"SDTMIG v3.2","32","Interventions","EC","ECADJ","Reason for Dose Adjustment","Char","",,"","Record Qualifier","Describes reason or explanation of why a dose is adjusted.","Perm"
"SDTMIG v3.2","33","Interventions","EC","EPOCH","Epoch","Char","C99079",,"","Timing","Trial Epoch of the exposure as collected record. Examples: RUN-IN, TREATMENT.","Perm"
"SDTMIG v3.2","34","Interventions","EC","ECSTDTC","Start Date/Time of Treatment","Char","","ISO 8601","","Timing","The date/time when administration of the treatment indicated by ECTRT and ECDOSE began.","Exp"
"SDTMIG v3.2","35","Interventions","EC","ECENDTC","End Date/Time of Treatment","Char","","ISO 8601","","Timing","The date/time when administration of the treatment indicated by ECTRT and ECDOSE ended. For administrations considered given at a point in time (e.g., oral tablet, pre-filled syringe injection), where only an administration date/time is collected, ECSTDTC should be copied to ECENDTC as the standard representation.","Exp"
"SDTMIG v3.2","36","Interventions","EC","ECSTDY","Study Day of Start of Treatment","Num","",,"","Timing","Study day of ECSTDTC relative to the sponsor-defined DM.RFSTDTC.","Perm"
"SDTMIG v3.2","37","Interventions","EC","ECENDY","Study Day of End of Treatment","Num","",,"","Timing","Study day of ECENDTC relative to the sponsor-defined DM.RFSTDTC.","Perm"
"SDTMIG v3.2","38","Interventions","EC","ECDUR","Duration of Treatment","Char","","ISO 8601","","Timing","Collected duration of administration represented in ISO 8601 duration format. Used only if collected on the CRF and not derived from start and end date/times.","Perm"
"SDTMIG v3.2","39","Interventions","EC","ECTPT","Planned Time Point Name","Char","",,"","Timing","Text Description of time when administration should occur. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See ECTPTNUM and ECTPTREF.","Perm"
"SDTMIG v3.2","40","Interventions","EC","ECTPTNUM","Planned Time Point Number","Num","",,"","Timing","Numerical version of ECTPT to aid in sorting.","Perm"
"SDTMIG v3.2","41","Interventions","EC","ECELTM","Planned Elapsed Time from Time Point Ref","Char","","ISO 8601","","Timing","Planned elapsed time (in ISO 8601 format) relative to the planned fixed reference (ECTPTREF). This variable is useful where there are repetitive measures. Not a clock time. Represented in ISO 8601 duration format.","Perm"
"SDTMIG v3.2","42","Interventions","EC","ECTPTREF","Time Point Reference","Char","",,"","Timing","Name of the fixed reference point referred to by ECELTM, ECTPTNUM, and ECTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.","Perm"
"SDTMIG v3.2","43","Interventions","EC","ECRFTDTC","Date/Time of Reference Time Point","Char","","ISO 8601","","Timing","Date/time for a fixed reference time point defined by ECTPTREF in ISO 8601 character format.","Perm"
"SDTMIG v3.2","1","Interventions","PR","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Interventions","PR","DOMAIN","Domain Abbreviation","Char","",,"PR","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Interventions","PR","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Interventions","PR","PRSEQ","Sequence Number","Num","",,"","Identifier","Sequence number to ensure uniqueness of records within a dataset for a subject. Should be assigned to be in a consistent chronological order.","Req"
"SDTMIG v3.2","5","Interventions","PR","PRGRPID","Group ID","Char","",,"","Identifier","Used to link together a block of related records within a subject in a domain.","Perm"
"SDTMIG v3.2","6","Interventions","PR","PRSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined identifier. Example: pre-printed line identifier on a CRF or record identifier defined in the sponsor's operational database.","Perm"
"SDTMIG v3.2","7","Interventions","PR","PRLNKID","Link ID","Char","",,"","Identifier","Used to facilitate identification of relationships between records.","Perm"
"SDTMIG v3.2","8","Interventions","PR","PRLNKGRP","Link Group ID","Char","",,"","Identifier","Used to facilitate identification of relationships between records.",
"SDTMIG v3.2","9","Interventions","PR","PRTRT","Reported Name of Procedure","Char","",,"","Topic","Name of procedure performed, either pre-printed or collected on a CRF.","Req"
"SDTMIG v3.2","10","Interventions","PR","PRDECOD","Standardized Procedure Name","Char","",,"","Synonym Qualifier","Standardized or dictionary-derived name of PRTRT. The sponsor is expected to provide the dictionary name and version used to map the terms in the define.xml external codelist attributes. If an intervention term does not have a decode value in the dictionary then PRDECOD will be null.","Perm"
"SDTMIG v3.2","11","Interventions","PR","PRCAT","Category","Char","",,"","Grouping Qualifier","Used to define a category of procedure values.","Perm"
"SDTMIG v3.2","12","Interventions","PR","PRSCAT","Subcategory","Char","",,"","Grouping Qualifier","Used to define a further categorization of PRCAT values.","Perm"
"SDTMIG v3.2","13","Interventions","PR","PRPRESP","Pre-specified","Char","C66742",,"","Record Qualifier","Used when a specific procedure is pre-specified on a CRF. Values should be ""Y"" or null.","Perm"
"SDTMIG v3.2","14","Interventions","PR","PROCCUR","Occurrence","Char","C66742",,"","Record Qualifier","Used to record whether a pre-specified procedure occurred when information about the occurrence of a specific procedure is solicited.","Perm"
"SDTMIG v3.2","15","Interventions","PR","PRINDC","Indication","Char","",,"","Record Qualifier","Denotes the indication for the procedure (e.g., why the procedure was performed).","Perm"
"SDTMIG v3.2","16","Interventions","PR","PRDOSE","Dose","Num","",,"","Record Qualifier","Amount of PRTRT administered. Not populated when PRDOSTXT is populated.","Perm"
"SDTMIG v3.2","17","Interventions","PR","PRDOSTXT","Dose Description","Char","",,"","Record Qualifier","Dosing information collected in text form. Examples: <1, 200-400. Not populated when PRDOSE is populated.","Perm"
